ULN,First Name,Last Name,Date of Birth,UKPRN,Academic year,Core code,Specialism code(s)
9400001628,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1628,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1628,12011981,99999902,{AcademicYear},77777777,70000002
9400001629,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1629,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1629,12011981,99999902,{AcademicYear},77777777,70000002
9400001630,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1630,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1630,12011981,99999902,{AcademicYear},77777777,70000002
9400001631,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1631,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1631,12011981,99999902,{AcademicYear},77777777,70000002
9400001632,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1632,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1632,12011981,99999902,{AcademicYear},77777777,70000002
9400001633,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1633,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1633,12011981,99999902,{AcademicYear},77777777,70000002
9400001634,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1634,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1634,12011981,99999902,{AcademicYear},77777777,70000002
9400001635,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1635,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1635,12011981,99999902,{AcademicYear},77777777,70000002
9400001636,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1636,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1636,12011981,99999902,{AcademicYear},77777777,70000002
9400001637,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1637,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1637,12011981,99999902,{AcademicYear},77777777,70000002
9400001638,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1638,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1638,12011981,99999902,{AcademicYear},77777777,70000002
9400001639,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1639,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1639,12011981,99999902,{AcademicYear},77777777,70000002
9400001640,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1640,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1640,12011981,99999902,{AcademicYear},77777777,70000002
9400001641,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1641,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1641,12011981,99999902,{AcademicYear},77777777,70000002
9400001642,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1642,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1642,12011981,99999902,{AcademicYear},77777777,70000002
9400001643,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1643,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1643,12011981,99999902,{AcademicYear},77777777,70000002
9400001644,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1644,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1644,12011981,99999902,{AcademicYear},77777777,70000002
9400001645,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1645,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1645,12011981,99999902,{AcademicYear},77777777,70000002
9400001646,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1646,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1646,12011981,99999902,{AcademicYear},77777777,70000002
9400001647,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1647,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1647,12011981,99999902,{AcademicYear},77777777,70000002
9400001648,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1648,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1648,12011981,99999902,{AcademicYear},77777777,70000002
9400001649,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1649,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1649,12011981,99999902,{AcademicYear},77777777,70000002
9400001650,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1650,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1650,12011981,99999902,{AcademicYear},77777777,70000002
9400001651,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1651,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1651,12011981,99999902,{AcademicYear},77777777,70000002
9400001652,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1652,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1652,12011981,99999902,{AcademicYear},77777777,70000002
9400001653,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1653,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1653,12011981,99999902,{AcademicYear},77777777,70000002
9400001654,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1654,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1654,12011981,99999902,{AcademicYear},77777777,70000002
9400001655,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1655,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1655,12011981,99999902,{AcademicYear},77777777,70000002
9400001656,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1656,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1656,12011981,99999902,{AcademicYear},77777777,70000002
9400001657,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1657,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1657,12011981,99999902,{AcademicYear},77777777,70000002
9400001658,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1658,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1658,12011981,99999902,{AcademicYear},77777777,70000002
9400001659,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1659,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1659,12011981,99999902,{AcademicYear},77777777,70000002
9400001660,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1660,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1660,12011981,99999902,{AcademicYear},77777777,70000002
9400001661,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1661,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1661,12011981,99999902,{AcademicYear},77777777,70000002
9400001662,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1662,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1662,12011981,99999902,{AcademicYear},77777777,70000002
9400001663,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1663,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1663,12011981,99999902,{AcademicYear},77777777,70000002
9400001664,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1664,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1664,12011981,99999902,{AcademicYear},77777777,70000002
9400001665,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1665,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1665,12011981,99999902,{AcademicYear},77777777,70000002
9400001666,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1666,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1666,12011981,99999902,{AcademicYear},77777777,70000002
9400001667,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1667,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1667,12011981,99999902,{AcademicYear},77777777,70000002
9400001668,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1668,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1668,12011981,99999902,{AcademicYear},77777777,70000002
9400001669,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1669,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1669,12011981,99999902,{AcademicYear},77777777,70000002
9400001670,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1670,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1670,12011981,99999902,{AcademicYear},77777777,70000002
9400001671,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1671,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1671,12011981,99999902,{AcademicYear},77777777,70000002
9400001672,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1672,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1672,12011981,99999902,{AcademicYear},77777777,70000002
9400001673,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1673,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1673,12011981,99999902,{AcademicYear},77777777,70000002
9400001674,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1674,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1674,12011981,99999902,{AcademicYear},77777777,70000002
9400001675,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1675,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1675,12011981,99999902,{AcademicYear},77777777,70000002
9400001676,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1676,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1676,12011981,99999902,{AcademicYear},77777777,70000002
9400001677,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1677,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1677,12011981,99999902,{AcademicYear},77777777,70000002
9400001678,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1678,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1678,12011981,99999902,{AcademicYear},77777777,70000002
9400001679,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1679,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1679,12011981,99999902,{AcademicYear},77777777,70000002
9400001680,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1680,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1680,12011981,99999902,{AcademicYear},77777777,70000002
9400001681,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1681,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1681,12011981,99999902,{AcademicYear},77777777,70000002
9400001682,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1682,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1682,12011981,99999902,{AcademicYear},77777777,70000002
9400001683,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1683,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1683,12011981,99999902,{AcademicYear},77777777,70000002
9400001684,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1684,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1684,12011981,99999902,{AcademicYear},77777777,70000002
9400001685,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1685,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1685,12011981,99999902,{AcademicYear},77777777,70000002
9400001686,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1686,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1686,12011981,99999902,{AcademicYear},77777777,70000002
9400001687,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1687,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1687,12011981,99999902,{AcademicYear},77777777,70000002
9400001688,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1688,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1688,12011981,99999902,{AcademicYear},77777777,70000002
9400001689,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1689,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1689,12011981,99999902,{AcademicYear},77777777,70000002
9400001690,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1690,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1690,12011981,99999902,{AcademicYear},77777777,70000002
9400001691,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1691,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1691,12011981,99999902,{AcademicYear},77777777,70000002
9400001692,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1692,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1692,12011981,99999902,{AcademicYear},77777777,70000002
9400001693,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1693,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1693,12011981,99999902,{AcademicYear},77777777,70000002
9400001694,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1694,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1694,12011981,99999902,{AcademicYear},77777777,70000002
9400001695,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1695,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1695,12011981,99999902,{AcademicYear},77777777,70000002
9400001696,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1696,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1696,12011981,99999902,{AcademicYear},77777777,70000002
9400001697,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1697,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1697,12011981,99999902,{AcademicYear},77777777,70000002
9400001698,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1698,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1698,12011981,99999902,{AcademicYear},77777777,70000002
9400001699,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1699,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1699,12011981,99999902,{AcademicYear},77777777,70000002
9400001700,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1700,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1700,12011981,99999902,{AcademicYear},77777777,70000002
9400001701,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1701,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1701,12011981,99999902,{AcademicYear},77777777,70000002
9400001702,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1702,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1702,12011981,99999902,{AcademicYear},77777777,70000002
9400001703,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1703,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1703,12011981,99999902,{AcademicYear},77777777,70000002
9400001704,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1704,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1704,12011981,99999902,{AcademicYear},77777777,70000002
9400001705,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1705,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1705,12011981,99999902,{AcademicYear},77777777,70000002
9400001706,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1706,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1706,12011981,99999902,{AcademicYear},77777777,70000002
9400001707,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1707,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1707,12011981,99999902,{AcademicYear},77777777,70000002
9400001708,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1708,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1708,12011981,99999902,{AcademicYear},77777777,70000002
9400001709,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1709,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1709,12011981,99999902,{AcademicYear},77777777,70000002
9400001710,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1710,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1710,12011981,99999902,{AcademicYear},77777777,70000002
9400001711,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1711,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1711,12011981,99999902,{AcademicYear},77777777,70000002
9400001712,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1712,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1712,12011981,99999902,{AcademicYear},77777777,70000002
9400001713,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1713,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1713,12011981,99999902,{AcademicYear},77777777,70000002
9400001714,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1714,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1714,12011981,99999902,{AcademicYear},77777777,70000002
9400001715,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1715,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1715,12011981,99999902,{AcademicYear},77777777,70000002
9400001716,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1716,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1716,12011981,99999902,{AcademicYear},77777777,70000002
9400001717,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1717,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1717,12011981,99999902,{AcademicYear},77777777,70000002
9400001718,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1718,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1718,12011981,99999902,{AcademicYear},77777777,70000002
9400001719,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1719,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1719,12011981,99999902,{AcademicYear},77777777,70000002
9400001720,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1720,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1720,12011981,99999902,{AcademicYear},77777777,70000002
9400001721,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1721,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1721,12011981,99999902,{AcademicYear},77777777,70000002
9400001722,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1722,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1722,12011981,99999902,{AcademicYear},77777777,70000002
9400001723,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1723,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1723,12011981,99999902,{AcademicYear},77777777,70000002
9400001724,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1724,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1724,12011981,99999902,{AcademicYear},77777777,70000002
9400001725,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1725,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1725,12011981,99999902,{AcademicYear},77777777,70000002
9400001726,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1726,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1726,12011981,99999902,{AcademicYear},77777777,70000002
9400001727,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1727,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1727,12011981,99999902,{AcademicYear},77777777,70000002
9400001728,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1728,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1728,12011981,99999902,{AcademicYear},77777777,70000002
9400001729,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1729,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1729,12011981,99999902,{AcademicYear},77777777,70000002
9400001730,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1730,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1730,12011981,99999902,{AcademicYear},77777777,70000002
9400001731,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1731,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1731,12011981,99999902,{AcademicYear},77777777,70000002
9400001732,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1732,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1732,12011981,99999902,{AcademicYear},77777777,70000002
9400001733,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1733,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1733,12011981,99999902,{AcademicYear},77777777,70000002
9400001734,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1734,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1734,12011981,99999902,{AcademicYear},77777777,70000002
9400001735,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1735,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1735,12011981,99999902,{AcademicYear},77777777,70000002
9400001736,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1736,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1736,12011981,99999902,{AcademicYear},77777777,70000002
9400001737,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1737,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1737,12011981,99999902,{AcademicYear},77777777,70000002
9400001738,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1738,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1738,12011981,99999902,{AcademicYear},77777777,70000002
9400001739,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1739,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1739,12011981,99999902,{AcademicYear},77777777,70000002
9400001740,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1740,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1740,12011981,99999902,{AcademicYear},77777777,70000002
9400001741,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1741,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1741,12011981,99999902,{AcademicYear},77777777,70000002
9400001742,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1742,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1742,12011981,99999902,{AcademicYear},77777777,70000002
9400001743,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1743,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1743,12011981,99999902,{AcademicYear},77777777,70000002
9400001744,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1744,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1744,12011981,99999902,{AcademicYear},77777777,70000002
9400001745,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1745,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1745,12011981,99999902,{AcademicYear},77777777,70000002
9400001746,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1746,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1746,12011981,99999902,{AcademicYear},77777777,70000002
9400001747,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1747,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1747,12011981,99999902,{AcademicYear},77777777,70000002
9400001748,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1748,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1748,12011981,99999902,{AcademicYear},77777777,70000002
9400001749,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1749,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1749,12011981,99999902,{AcademicYear},77777777,70000002
9400001750,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1750,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1750,12011981,99999902,{AcademicYear},77777777,70000002
9400001751,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1751,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1751,12011981,99999902,{AcademicYear},77777777,70000002
9400001752,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1752,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1752,12011981,99999902,{AcademicYear},77777777,70000002
9400001753,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1753,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1753,12011981,99999902,{AcademicYear},77777777,70000002
9400001754,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1754,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1754,12011981,99999902,{AcademicYear},77777777,70000002
9400001755,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1755,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1755,12011981,99999902,{AcademicYear},77777777,70000002
9400001756,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1756,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1756,12011981,99999902,{AcademicYear},77777777,70000002
9400001757,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1757,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1757,12011981,99999902,{AcademicYear},77777777,70000002
9400001758,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1758,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1758,12011981,99999902,{AcademicYear},77777777,70000002
9400001759,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1759,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1759,12011981,99999902,{AcademicYear},77777777,70000002
9400001760,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1760,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1760,12011981,99999902,{AcademicYear},77777777,70000002
9400001761,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1761,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1761,12011981,99999902,{AcademicYear},77777777,70000002
9400001762,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1762,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1762,12011981,99999902,{AcademicYear},77777777,70000002
9400001763,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1763,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1763,12011981,99999902,{AcademicYear},77777777,70000002
9400001764,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1764,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1764,12011981,99999902,{AcademicYear},77777777,70000002
9400001765,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1765,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1765,12011981,99999902,{AcademicYear},77777777,70000002
9400001766,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1766,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1766,12011981,99999902,{AcademicYear},77777777,70000002
9400001767,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1767,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1767,12011981,99999902,{AcademicYear},77777777,70000002
9400001768,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1768,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1768,12011981,99999902,{AcademicYear},77777777,70000002
9400001769,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1769,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1769,12011981,99999902,{AcademicYear},77777777,70000002
9400001770,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1770,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1770,12011981,99999902,{AcademicYear},77777777,70000002
9400001771,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1771,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1771,12011981,99999902,{AcademicYear},77777777,70000002
9400001772,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1772,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1772,12011981,99999902,{AcademicYear},77777777,70000002
9400001773,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1773,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1773,12011981,99999902,{AcademicYear},77777777,70000002
9400001774,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1774,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1774,12011981,99999902,{AcademicYear},77777777,70000002
9400001775,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1775,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1775,12011981,99999902,{AcademicYear},77777777,70000002
9400001776,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1776,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1776,12011981,99999902,{AcademicYear},77777777,70000002
9400001777,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1777,K10-123456789012345678901234567890123456789012345678901234567890123456789-Test1777,12011981,99999902,{AcademicYear},77777777,70000002
